pair_id,method,score,binary_label,gold_relation,hard_negative_type
controlled_parent_000097,raw_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000098,raw_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000099,raw_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000100,raw_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000101,raw_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000102,raw_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000103,raw_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000104,raw_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000105,raw_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000106,raw_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000107,raw_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000108,raw_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000109,raw_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000110,raw_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000111,raw_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000112,raw_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000113,raw_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000114,raw_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000115,raw_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000116,raw_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000117,raw_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000118,raw_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000119,raw_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000120,raw_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000121,raw_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000122,raw_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000123,raw_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000124,raw_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000125,raw_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000126,raw_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000127,raw_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000128,raw_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000129,raw_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000130,raw_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000131,raw_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000132,raw_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000133,raw_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000134,raw_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000135,raw_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000136,raw_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000137,raw_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000138,raw_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000139,raw_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000140,raw_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000141,raw_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000142,raw_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000143,raw_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000144,raw_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000145,raw_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000146,raw_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000147,raw_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000148,raw_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000149,raw_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000150,raw_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_stereo_000151,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000152,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000153,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000154,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000155,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000156,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000157,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000158,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000159,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000160,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000161,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000162,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000163,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000164,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000165,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000166,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000167,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000168,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000169,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000170,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000171,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000172,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000173,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000174,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000175,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000176,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000177,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000178,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000179,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000180,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000181,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000182,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000183,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000184,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000185,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000186,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000187,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000188,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000189,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000190,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000191,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000192,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000193,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000194,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000195,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000196,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000197,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000198,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000199,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000200,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000201,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000202,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000203,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000204,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000205,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000206,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000207,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000208,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000209,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000210,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000211,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000212,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000213,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000214,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000215,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000216,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000217,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000218,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000219,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000220,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000221,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000222,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000223,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000224,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000225,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000226,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000227,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000228,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000229,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000230,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000231,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000232,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000233,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000234,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000235,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000236,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000237,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000238,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000239,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000240,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000241,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000242,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000243,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000244,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000245,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000246,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000247,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000248,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000249,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000250,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000251,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000252,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000253,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000254,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000255,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000256,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000257,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000258,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000259,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000260,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000261,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000262,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000263,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000264,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000265,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000266,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000267,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000268,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000269,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000270,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000271,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000272,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000273,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000274,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000275,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000276,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000277,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000278,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000279,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000280,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000281,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000282,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000283,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000284,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000285,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000286,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000287,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000288,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000289,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000290,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000291,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000292,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000293,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000294,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000295,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000296,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000297,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000298,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000299,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000300,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000301,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000302,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000303,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000304,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000305,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000306,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000307,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000308,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000309,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000310,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000311,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000312,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000313,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000314,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000315,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000316,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000317,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000318,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000319,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000320,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000321,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000322,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000323,raw_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_tautomer_000324,raw_smiles_identity,0.0,1,tautomer,positive_controlled_relation
controlled_tautomer_000325,raw_smiles_identity,0.0,1,tautomer,positive_controlled_relation
controlled_tautomer_000326,raw_smiles_identity,0.0,1,tautomer,positive_controlled_relation
controlled_tautomer_000327,raw_smiles_identity,0.0,1,tautomer,positive_controlled_relation
controlled_tautomer_000328,raw_smiles_identity,0.0,1,tautomer,positive_controlled_relation
controlled_tautomer_000329,raw_smiles_identity,0.0,1,tautomer,positive_controlled_relation
controlled_tautomer_000330,raw_smiles_identity,0.0,1,tautomer,positive_controlled_relation
controlled_tautomer_000331,raw_smiles_identity,0.0,1,tautomer,positive_controlled_relation
controlled_tautomer_000332,raw_smiles_identity,0.0,1,tautomer,positive_controlled_relation
controlled_tautomer_000333,raw_smiles_identity,0.0,1,tautomer,positive_controlled_relation
controlled_tautomer_000334,raw_smiles_identity,0.0,1,tautomer,positive_controlled_relation
controlled_tautomer_000335,raw_smiles_identity,0.0,1,tautomer,positive_controlled_relation
controlled_tautomer_000336,raw_smiles_identity,0.0,1,tautomer,positive_controlled_relation
controlled_tautomer_000337,raw_smiles_identity,0.0,1,tautomer,positive_controlled_relation
controlled_tautomer_000338,raw_smiles_identity,0.0,1,tautomer,positive_controlled_relation
controlled_tautomer_000339,raw_smiles_identity,0.0,1,tautomer,positive_controlled_relation
controlled_tautomer_000340,raw_smiles_identity,0.0,1,tautomer,positive_controlled_relation
controlled_tautomer_000341,raw_smiles_identity,0.0,1,tautomer,positive_controlled_relation
controlled_tautomer_000342,raw_smiles_identity,0.0,1,tautomer,positive_controlled_relation
controlled_tautomer_000343,raw_smiles_identity,0.0,1,tautomer,positive_controlled_relation
controlled_tautomer_000344,raw_smiles_identity,0.0,1,tautomer,positive_controlled_relation
controlled_tautomer_000345,raw_smiles_identity,0.0,1,tautomer,positive_controlled_relation
